user_nick,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
Midea-SHDQZY,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,WFZ5099IH-端中,138077,11579,8.39%,25877.39,187.41,2.23,4552,4356926.48,39.31%,168.37
Midea-SHDQZY,【新】近30天电磁炉但半年未购买-1005,新标签人群,无线,京东快车(搜索),C22-E301-明辉-电磁炉_单投-copy,C22-E301--明辉-搜索_单投,135888,9628,7.09%,29946.09,220.37,3.11,2367,1658876.04,24.58%,55.4
Midea-SHDQZY,智能定向人群-视觉定向,智能定向,无线,京东直投,,,135666,4172,3.08%,1167.83,8.61,0.28,2,392,0.05%,0.34
Midea-SHDQZY,【新】30天浏览美的电饭煲-1009,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,WFZ5099IH-端中,134642,11236,8.35%,25098.64,186.41,2.23,3414,3050672.09,30.38%,121.55
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,134498,7133,5.30%,15097.39,112.25,2.12,1094,894026.53,15.34%,59.22
Midea-SHDQZY,智能定向人群-视觉定向,智能定向,无线,京东直投,,,130686,3626,2.77%,1173.9,8.98,0.32,3,647,0.08%,0.55
Midea-SHDQZY,【新】浏览过美的电饭煲但未购买（30）,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB50EASY501-端中,129707,9864,7.60%,30183.57,232.71,3.06,2004,582791.7,20.32%,19.31
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电饭煲,128946,9551,7.41%,8188.52,63.5,0.86,5479,4841423.01,57.37%,591.25
Midea-SHDQZY,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),腰带店铺-_生活电器_腰部广告,腰带店铺-端-活动,125147,5196,4.15%,4319.71,34.52,0.83,848,229321.39,16.32%,53.09
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,124424,21629,17.38%,46674.69,375.13,2.16,7372,2495793.54,34.08%,53.47
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电饭煲,123557,9266,7.50%,7938.28,64.25,0.86,5418,4828093.81,58.47%,608.2
Midea-SHDQZY,【新】30天厨小浏览未购-0605,新标签人群,无线,京东直投,,,122470,4303,3.51%,993.92,8.12,0.23,9,3911.9,0.21%,3.94
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,121409,21378,17.61%,46001.07,378.89,2.15,7420,2506299.51,34.71%,54.48
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,119748,20396,17.03%,44347.91,370.34,2.17,6869,2425697.99,33.68%,54.7
Midea-SHDQZY,自定义-电磁炉兴趣人群,标签人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,116469,20050,17.21%,43127.47,370.29,2.15,6927,2408721.96,34.55%,55.85
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),DY3020Power101-明辉_多用途锅_单投,MC-DY3020Power101电煎锅-搜索位置,115482,4609,3.99%,13514.32,117.03,2.93,440,122161.33,9.55%,9.04
Midea-SHDQZY,自定义-电水壶/电水瓶兴趣人群,标签人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,113962,16562,14.53%,26307.78,230.85,1.59,5909,3814516.12,35.68%,145
Midea-SHDQZY,【新】近30天电磁炉但半年未购买-1005,新标签人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,113268,19875,17.55%,42668.5,376.7,2.15,6769,2378579.01,34.06%,55.75
Midea-SHDQZY,【新】30天厨小浏览未购-0605,新标签人群,无线,京东直投,,,112744,3166,2.81%,978.14,8.68,0.31,3,561,0.09%,0.57
Midea-SHDQZY,【新】近30天浏览电水壶/热水瓶-1005,新标签人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,108541,16114,14.85%,25417.9,234.18,1.58,5737,3746002.74,35.60%,147.38
Midea-SHDQZY,【新】近3天搜索电磁炉-1018,新标签人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,107048,17872,16.70%,37506.96,350.38,2.1,6025,1893122.36,33.71%,50.47
Midea-SHDQZY,【新】近7天浏览电磁炉-1108,新标签人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,106229,18466,17.38%,39577.4,372.57,2.14,6412,2290011.83,34.72%,57.86
Midea-SHDQZY,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,106114,5747,5.42%,12151,114.51,2.11,888,710173.43,15.45%,58.45
Midea-SHDQZY,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),C22-E301-明辉-电磁炉_单投-copy,C22-E301--明辉-搜索_单投,106051,7810,7.36%,24034.36,226.63,3.08,2112,1588713.16,27.04%,66.1
Midea-SHDQZY,【新】近7天浏览电水壶/热水瓶-1108,新标签人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,102075,15076,14.77%,23700.76,232.19,1.57,5545,3688735.04,36.78%,155.64
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,102024,5453,5.34%,10961,107.44,2.01,640,537584.42,11.74%,49.05
Midea-SHDQZY,【新】近30天搜索电磁炉未购买-1008,新标签人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,100945,17130,16.97%,36139.49,358.01,2.11,4821,777084.37,28.14%,21.5
Midea-SHDQZY,【新】近3天浏览店铺产品-生活店,新标签人群,无线,京东快车(搜索),腰带店铺-_生活电器_腰部广告,腰带店铺-端-活动,98291,4315,4.39%,3582.37,36.45,0.83,724,203052.94,16.78%,56.68
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,97897,5207,5.32%,10448.71,106.73,2.01,716,646949.92,13.75%,61.92
Midea-SHDQZY,【新】30天厨小浏览未购-0605,新标签人群,无线,京东直投,,,97771,2335,2.39%,818.63,8.37,0.35,3,524.6,0.13%,0.64
Midea-SHDQZY,【新】浏览过美的电饭煲但未购买（30）,新标签人群,无线,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,96881,5242,5.41%,11079.69,114.36,2.11,409,239001.4,7.80%,21.57
Midea-SHDQZY,【新】近3天搜索电水壶/电水瓶-1018,新标签人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,96513,12758,13.22%,19570.44,202.78,1.53,4025,2575656.47,31.55%,131.61
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,95046,14025,14.76%,29004.67,305.16,2.07,3695,2341479.09,26.35%,80.73
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电水壶/热水瓶,93206,7356,7.89%,6655.38,71.41,0.9,4060,2364187.81,55.19%,355.23
Midea-SHDQZY,【新】30天厨小浏览未购-0605,新标签人群,无线,京东直投,,,92557,2273,2.46%,841.71,9.09,0.37,5,856.8,0.22%,1.02
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,90762,13672,15.06%,28292.4,311.72,2.07,3691,2331888.39,27.00%,82.42
Midea-SHDQZY,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,90201,16664,18.47%,35427.17,392.76,2.13,6131,2241567.26,36.79%,63.27
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,90200,12243,13.57%,25714.97,285.09,2.1,3416,2262253.74,27.90%,87.97
Midea-SHDQZY,智能定向人群-视觉定向,智能定向,无线,京东直投,,,89874,1899,2.11%,635.31,7.07,0.33,1,158.9,0.05%,0.25
Midea-SHDQZY,【新】近30天搜索电水壶/电水瓶未购买-1008,新标签人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,89870,11854,13.19%,18533.86,206.23,1.56,2167,666778.64,18.28%,35.98
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电水壶/热水瓶,89532,7132,7.97%,6438.64,71.91,0.9,4030,2363518.81,56.51%,367.08
Midea-SHDQZY,近90天内购买所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),腰带店铺-_生活电器_腰部广告,腰带店铺-端-活动,88088,3815,4.33%,3125.38,35.48,0.82,690,196073.11,18.09%,62.74
Midea-SHDQZY,自定义-电压力锅兴趣人群-1018,标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,87901,13233,15.05%,27146.69,308.83,2.05,3557,2294257.62,26.88%,84.51
Midea-SHDQZY,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,87895,4240,4.82%,9488.48,107.95,2.24,791,608928.83,18.66%,64.18
Midea-SHDQZY,【新】30天浏览美的电磁炉-1009,新标签人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,87331,16183,18.53%,34355.04,393.39,2.12,5667,1875862.69,35.02%,54.6
Midea-SHDQZY,【新】近3天搜索电压力锅-1018,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,85470,10763,12.59%,22013.82,257.56,2.05,2698,1287147.81,25.07%,58.47
Midea-SHDQZY,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),C22-E301-明辉-电磁炉_单投-copy,C22-E301--明辉-搜索_单投,84297,5912,7.01%,18579.42,220.4,3.14,1482,1419076.06,25.07%,76.38
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,83796,7511,8.96%,16576.5,197.82,2.21,1591,747869.91,21.18%,45.12
Midea-SHDQZY,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,83603,14184,16.97%,21877.75,261.69,1.54,5663,3798432.87,39.93%,173.62
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,WFZ5099IH-端中,82923,5721,6.90%,13058.11,157.47,2.28,1908,1367098.83,33.35%,104.69
Midea-SHDQZY,【新】近30天搜索破壁机未购买-1008,新标签人群,无线,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,82380,4942,6.00%,17352.48,210.64,3.51,933,347290.6,18.88%,20.01
Midea-SHDQZY,【新】近30天浏览电压力锅-1005,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,81367,12962,15.93%,26489.57,325.56,2.04,3491,2274417.68,26.93%,85.86
Midea-SHDQZY,自定义-电压力锅兴趣人群-1018,标签人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,80645,7273,9.02%,15958.67,197.89,2.19,1554,743999.91,21.37%,46.62
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,80450,7298,9.07%,16058.06,199.6,2.2,1588,755358.31,21.76%,47.04
Midea-SHDQZY,【新】近30天搜索电压力锅未购买-1008,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,79561,9809,12.33%,20422.52,256.69,2.08,1701,487593.82,17.34%,23.88
Midea-SHDQZY,【新】近30天浏览苏泊尔电饭煲-1005,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,WFZ5099IH-端中,79541,6896,8.67%,16433.93,206.61,2.38,1991,2011975.54,28.87%,122.43
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),517-明辉-电饭煲_单投,MB-FB40P517明辉--搜索-电饭煲_单投-,79155,4723,5.97%,11025.67,139.29,2.33,478,193866.53,10.12%,17.58
Midea-SHDQZY,【新】近3天搜索电水壶/电水瓶-1018,新标签人群,无线,京东快车(搜索),MK-SH15Power508-瑞博_电水壶_单投,MK-SH15Power508-端中,79100,3412,4.31%,7151.76,90.41,2.1,593,181885.35,17.38%,25.43
Midea-SHDQZY,智能定向人群-视觉定向,智能定向,无线,京东直投,,,78949,2241,2.84%,719.02,9.11,0.32,3,647,0.13%,0.9
Midea-SHDQZY,【新】近3天搜索电水壶/电水瓶-1018,新标签人群,PC,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU-PC,77915,1663,2.13%,2896.79,37.18,1.74,458,56754.99,27.54%,19.59
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),517-明辉-电饭煲_单投,MB-FB40P517明辉--搜索-电饭煲_单投-,77698,4687,6.03%,10883.44,140.07,2.32,482,214813.93,10.28%,19.74
Midea-SHDQZY,【新】30天厨小浏览未购-0605,新标签人群,无线,京东直投,,,77643,1793,2.31%,645.66,8.32,0.36,57,49441.55,3.18%,76.58
Midea-SHDQZY,【新】近30天浏览电饭煲-1005,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,WFZ5099IH-端中,77466,5566,7.19%,12652.02,163.32,2.27,1878,1357739.53,33.74%,107.31
Midea-SHDQZY,【新】近30天浏览电压力锅-1005,新标签人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,76850,7087,9.22%,15492.7,201.6,2.19,1511,727183.12,21.32%,46.94
Midea-SHDQZY,自定义-破壁机兴趣人群-1018,标签人群,无线,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,76694,5621,7.33%,19268.5,251.24,3.43,1247,494046.92,22.18%,25.64
Midea-SHDQZY,【新】近7天浏览电压力锅-1108,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,76058,12095,15.90%,24685.55,324.56,2.04,3360,2236240.48,27.78%,90.59
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU-PC,75787,2042,2.69%,3574.91,47.17,1.75,642,309458.34,31.44%,86.56
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,75709,4945,6.53%,11908.15,157.29,2.41,1214,285861.19,24.55%,24.01
Midea-SHDQZY,自定义-电水壶/电水瓶兴趣人群,标签人群,无线,京东快车(搜索),MK-SH15Power508-瑞博_电水壶_单投,MK-SH15Power508-端中,75571,3664,4.85%,7683.28,101.67,2.1,649,197988.2,17.71%,25.77
Midea-SHDQZY,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),C22-WT2203-明辉-电磁炉_单投,C22WT2203-明辉-搜索_单投,75477,13112,17.37%,28398.87,376.26,2.17,4640,2000255.64,35.39%,70.43
Midea-SHDQZY,【新】30天厨小浏览未购-0605,新标签人群,无线,京东直投,,,74552,2202,2.95%,692.03,9.28,0.31,4,1055,0.18%,1.52
Midea-SHDQZY,【新】近30天搜索未购买（电炖锅）,新标签人群,无线,京东快车(搜索),电炖锅-明辉_电炖锅_单投,DZ08Easy102-端低-新,74135,6898,9.30%,19604.87,264.45,2.84,658,90698.56,9.54%,4.63
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,73801,5155,6.99%,17604.08,238.53,3.41,1134,452115.97,22.00%,25.68
Midea-SHDQZY,默认购买人群,京选人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,73766,4879,6.61%,11703.77,158.66,2.4,1225,289160.09,25.11%,24.71
Midea-SHDQZY,【新】近3天搜索电压力锅-1018,新标签人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,73416,5800,7.90%,12256.02,166.94,2.11,1253,623923.18,21.60%,50.91
Midea-SHDQZY,【新】近30天搜索电水壶/电水瓶未购买-1008,新标签人群,无线,京东快车(搜索),MK-SH15Power508-瑞博_电水壶_单投,MK-SH15Power508-端中,73126,3109,4.25%,6594.38,90.18,2.12,383,78781.8,12.32%,11.95
Midea-SHDQZY,自定义-电磁炉兴趣人群,标签人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,72941,4688,6.43%,11258.56,154.35,2.4,1167,278280.19,24.89%,24.72
Midea-SHDQZY,【新】近3天浏览电压力锅-1018,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,72871,11581,15.89%,23567.58,323.42,2.04,3131,2069478.64,27.04%,87.81
Midea-SHDQZY,自定义-电水壶/电水瓶兴趣人群,标签人群,PC,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU-PC,72709,1956,2.69%,3460.82,47.6,1.77,613,302956.24,31.34%,87.54
Midea-SHDQZY,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,72705,11124,15.30%,23119.1,317.99,2.08,3122,2180808.45,28.07%,94.33
Midea-SHDQZY,【新】近30天搜索电水壶/电水瓶未购买-1008,新标签人群,PC,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU-PC,72607,1566,2.16%,2716.89,37.42,1.73,412,48644.15,26.31%,17.9
Midea-SHDQZY,默认浏览人群,京选人群,PC,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU-PC,72406,1980,2.73%,3465.73,47.87,1.75,626,307663.01,31.62%,88.77
Midea-SHDQZY,【新】近30天浏览电水壶/热水瓶-1005,新标签人群,无线,京东快车(搜索),MK-SH15Power508-瑞博_电水壶_单投,MK-SH15Power508-端中,72405,3608,4.98%,7512.46,103.76,2.08,643,199192.2,17.82%,26.51
Midea-SHDQZY,默认购买人群,京选人群,PC,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU-PC,72380,1992,2.75%,3500.59,48.36,1.76,649,308283.24,32.58%,88.07
Midea-SHDQZY,【新】近3天搜索电磁炉-1018,新标签人群,无线,京东快车(搜索),Star201-明辉-电磁炉_单投,Star201--明辉-搜索_单投,71710,4452,6.21%,7359.97,102.64,1.65,861,165951.7,19.34%,22.55
Midea-SHDQZY,【新】近3天浏览电压力锅-1018,新标签人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,71670,6647,9.27%,14509.65,202.45,2.18,1440,706624.32,21.66%,48.7
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,71344,747,1.05%,1310.86,18.37,1.75,224,162845.08,29.99%,124.23
Midea-SHDQZY,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,71104,6144,8.64%,13614.25,191.47,2.22,1373,684726.21,22.35%,50.29
Midea-SHDQZY,【新】近30天浏览破壁机-1005,新标签人群,无线,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,70960,5542,7.81%,18904.35,266.41,3.41,1249,498409.56,22.54%,26.36
Midea-SHDQZY,【新】近30天电磁炉但半年未购买-1005,新标签人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,70379,4637,6.59%,11099.47,157.71,2.39,1155,275691.39,24.91%,24.84
Midea-SHDQZY,【新】近3天搜索电水壶/电水瓶-1018,新标签人群,无线,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,70345,4392,6.24%,11208.27,159.33,2.55,873,252654.12,19.88%,22.54
Midea-SHDQZY,默认浏览人群,京选人群,无线,京东快车(搜索),WJCN30H-瑞博_电饼铛_单投,WJCN30H-端低1,70288,7946,11.30%,14069.44,200.17,1.77,1538,560481.53,19.36%,39.84
